trip_id,date,mandi_id,destination_warehouse,transit_hours,distance_km,vehicle_no,driver_id
TRP001621,,MANDI-018,WH-Central,8.1,441.09876718725405,UP64BC6207,DRV645
TRP002147,,MANDI052,WH-Central,17.1,1005.9,DL51BC5056,DRV466
TRP001802,,MANDI-057,WH-North,22.5,922.297422300622,HR12CD2201,DRV228
TRP002096,,mandi057,WH-West,2.6,127.2,RJ95BC1581,DRV343
TRP006622,,MANDI-037,Export-Terminal,22.2,961.2,UP34BC7374,DRV865
TRP005736,,mandi047,WH-South,19.9,1027.0,DL18CD3345,DRV883
TRP001358,,MANDI049,Export-Terminal,18.8,861.097593346054,HR12BC1463,DRV418
TRP008457,,MANDI026,WH-West,,582.6,,DRV586
TRP006597,,MANDI004,WH-West,13.0,611.9,,DRV581
TRP008702,,MANDI-014,Export-Terminal,22.7,936.9,RJ58CD4636,DRV958
TRP005225,,mandi038,WH-Central,,863.0,,DRV785
TRP006560,,mandi_038,WH-East,21.5,1048.3,,DRV993
TRP004131,,MANDI018,WH-West,10.8,628.1,PB41CD6721,DRV951
TRP009122,,MANDI-006,WH-Central,23.4,952.2,PB91DF4084,DRV304
TRP005943,,MANDI050,WH-North,8.9,377.0,DL19AB9987,DRV822
TRP001610,,mandi_056,WH-North,22.2,927.4,RJ20DF9208,DRV101
TRP003097,,mandi033,WH-South,,1271.1,RJ63CD6851,
TRP007793,,MANDI-037,WH-North,,1327.9,UP66BC7855,
TRP002416,,MANDI002,WH-North,20.8,1008.5,UP60DF3494,DRV151
TRP002018,,MANDI020,WH-North,20.5,1130.7,UP11AB7790,
TRP006561,,002,WH-West,13.6,624.5,PB58AB4791,DRV411
TRP004126,,MANDI049,WH-East,4.6,252.7,RJ32BC7536,DRV597
TRP002909,,mandi_048,Export-Terminal,,360.1,DL11DF2251,DRV360
TRP003247,,MANDI034,WH-East,14.7,784.797806593872,PB52BC3731,DRV601
TRP000125,,MANDI-033,WH-East,16.4,758.4,RJ10AB7307,DRV922
TRP007008,,mandi_006,WH-East,18.4,936.6973820546381,UP32AB9770,DRV274
TRP009711,,mandi_001,WH-Central,10.2,467.7,RJ34CD3603,DRV220
TRP005803,,mandi_045,WH-Central,17.3,860.4975950229699,,
TRP008118,,011,WH-North,,480.4,PB60DF2214,DRV838
TRP009524,,mandi_037,WH-South,23.4,1044.5,RJ33CD9848,DRV883
TRP003342,,MANDI046,WH-East,19.3,1043.0,PB20AB8097,DRV487
TRP000599,,MANDI038,WH-East,8.7,431.9,HR73DF5935,DRV566
TRP002124,,MANDI037,WH-East,11.1,494.2,PB27AB3421,DRV480
TRP007725,,MANDI055,WH-West,22.5,1255.2,PB29DF3527,DRV403
TRP006827,,MANDI045,WH-West,11.9,704.2,UP17DF7788,DRV768
TRP009193,,MANDI014,WH-North,13.1,730.6,PB37AB2463,
TRP002305,,MANDI-047,WH-South,23.0,1087.8,,DRV631
TRP002198,,MANDI015,WH-North,17.5,870.8,DL63CD4262,DRV289
TRP004052,,mandi_018,WH-West,3.0,167.9,RJ78DF7391,DRV658
TRP009708,,M013,WH-East,12.1,683.5,PB35BC7136,DRV651
TRP003363,,MANDI-022,WH-East,22.5,1348.8,RJ15CD6880,
TRP007468,,MANDI043,Export-Terminal,6.0,297.0,UP46DF1166,DRV983
TRP000726,,mandi_007,WH-Central,20.6,1225.6,PB58CD4648,DRV451
TRP008584,2026-03-17,mandi_005,WH-West,,195.3,DL85AB5556,
TRP000979,,M014,WH-North,2.6,141.4,RJ55BC2255,DRV645
TRP000809,,MANDI-026,WH-East,,448.8,PB62BC1661,DRV505
TRP005538,,mandi031,WH-West,,144.6,RJ41BC5641,DRV683
TRP001476,,MANDI-036,WH-South,21.4,930.0,DL20BC1702,DRV709
TRP007485,2026-03-03,mandi014,WH-East,4.2,170.1,PB65CD5939,DRV128
TRP004907,,MANDI042,WH-North,6.2,302.0,DL74CD1573,DRV918
TRP007024,,mandi_045,WH-West,20.2,922.5,RJ83BC6731,DRV534
TRP009400,,M011,WH-East,,401.8,UP76DF7143,
TRP004931,,MANDI057,WH-North,4.7,266.8,RJ11BC1082,DRV977
TRP008537,,MANDI027,WH-North,,1057.5,UP36CD3555,DRV682
TRP003963,,MANDI035,Export-Terminal,22.3,1309.2,RJ68CD9201,DRV262
TRP009975,,MANDI-014,WH-North,7.3,364.8,,DRV134
TRP005359,2026-05-18,MANDI-022,WH-North,,927.3,RJ10AB1922,DRV249
TRP001236,,MANDI-009,WH-Central,,213.4,UP18AB2612,DRV274
TRP001226,,M026,WH-South,4.4,188.2,RJ99DF4785,DRV375
TRP001765,,mandi_006,WH-North,8.7,470.1,RJ90AB8219,
TRP006841,,MANDI037,WH-Central,2.1,116.3,UP30AB8209,DRV318
TRP007107,2026-02-25,046,WH-Central,13.6,550.898460311626,RJ72CD1797,DRV496
TRP005564,2026-03-28,MANDI030,WH-South,16.1,836.2,RJ51AB2980,
TRP005971,2026-02-02,MANDI027,WH-West,,768.2,RJ23CD8545,DRV751
TRP003218,,MANDI039,WH-North,,595.4,HR72DF7739,DRV301
TRP000288,,M009,Export-Terminal,12.5,718.8,RJ18CD8523,DRV540
TRP005488,,mandi_032,Export-Terminal,21.1,1162.6,RJ49DF8835,DRV836
TRP002967,,MANDI002,WH-East,18.4,1023.4971394607901,DL90BC1002,DRV742
TRP003165,,MANDI027,WH-Central,6.8,398.8,HR86DF6075,DRV244
TRP009854,,MANDI053,WH-Central,4.0,226.0,DL25AB5909,DRV282
TRP009246,,mandi_025,Export-Terminal,,523.598536611304,UP47DF9800,DRV375
TRP001658,,mandi_007,Export-Terminal,23.6,1036.5,UP29CD9633,
TRP001976,,mandi018,Export-Terminal,16.1,879.2,PB80BC7624,DRV230
TRP002398,2026-07-08,mandi_005,Export-Terminal,,690.3,DL31AB7856,DRV672
TRP000453,2026-02-19,MANDI016,WH-East,13.8,727.9,UP99AB6246,DRV345
TRP002711,,mandi_027,WH-Central,19.6,889.2,PB99AB6910,DRV418
TRP005126,,MANDI-020,WH-Central,20.8,1237.7,,DRV951
TRP003682,,MANDI027,WH-West,,841.1,RJ29DF5795,DRV629
TRP000423,,MANDI017,WH-West,2.4,112.699685019278,HR49DF2168,DRV568
TRP006596,2026-03-31,mandi043,Export-Terminal,11.8,637.4,,
TRP000658,,MANDI006,Export-Terminal,,1045.6,PB71DF1133,DRV629
TRP003302,2026-07-27,mandi042,WH-East,6.4,298.19916657274797,,DRV357
TRP006373,,MANDI003,WH-North,18.3,974.2,UP84AB9428,DRV570
TRP002846,2026-04-02,MANDI-035,WH-West,13.6,720.6,PB73AB5152,
TRP006555,,MANDI053,WH-East,21.7,1174.8,PB88AB7945,
TRP008157,,029,WH-North,18.7,845.0,,DRV322
TRP001002,,MANDI035,WH-West,,468.7,RJ51DF3635,DRV140
TRP004199,,MANDI033,WH-South,,652.3,HR20BC2028,DRV222
TRP002419,2026-09-06,MANDI051,Export-Terminal,18.3,1023.0,DL72DF6720,DRV362
TRP008139,,M039,Export-Terminal,4.4,225.0,HR48DF1798,DRV751
TRP002927,,MANDI-011,WH-South,22.8,1090.9,PB40DF8756,DRV520
TRP003848,,MANDI049,WH-North,16.0,770.99784516294,HR93CD8836,
TRP000962,,034,Export-Terminal,5.7,280.7,DL28DF3329,
TRP001581,,mandi_054,WH-West,10.9,556.0984457783541,UP28CD4766,DRV489
TRP008177,,MANDI021,Export-Terminal,,563.3,DL65CD3033,DRV351
TRP002207,,M025,WH-Central,18.5,1087.596960310264,HR52DF4862,
TRP006888,,MANDI011,WH-North,,1133.7,PB77CD4828,
TRP006793,2026-07-05,MANDI013,WH-West,5.5,326.0,,DRV243
TRP006553,,MANDI013,WH-West,3.2,141.0,PB57AB5087,DRV384
TRP004232,,mandi_024,WH-North,,692.598064279964,,DRV448
TRP000758,2026-02-23,MANDI015,WH-South,18.5,973.197280042248,,DRV102
TRP004867,2026-01-18,MANDI-023,WH-South,8.6,413.2,PB69BC8971,DRV302
TRP002285,,mandi044,WH-East,,106.299702906382,PB69DF9512,
TRP007266,,MANDI030,WH-South,14.2,666.7,UP57CD4520,DRV823
TRP005504,,MANDI-027,Export-Terminal,3.2,171.1,,DRV101
TRP004828,,MANDI015,WH-North,18.8,1116.796878700352,DL28DF2839,DRV710
TRP008387,,MANDI-005,WH-East,15.6,925.0,HR37DF1674,DRV195
TRP000808,2026-08-04,MANDI047,WH-West,8.3,410.59885243048404,RJ95DF9100,DRV987
TRP006463,2026-05-28,MANDI007,WH-North,16.2,900.4,,DRV788
TRP008292,,mandi_050,WH-North,20.7,948.0,RJ88BC9250,
TRP001957,,MANDI007,WH-East,21.4,1258.8,UP16BC5953,DRV326
TRP002446,,MANDI008,Export-Terminal,18.6,1104.3,UP52CD1154,DRV753
TRP006408,,mandi004,WH-Central,3.4,200.4,,DRV282
TRP008846,2026-08-10,MANDI-024,WH-West,4.8,209.4,PB56CD8924,DRV733
TRP007069,,M041,WH-Central,3.3,163.1,UP97DF1417,DRV388
TRP008506,,MANDI050,WH-East,18.0,993.2,RJ65BC1467,
TRP002403,2026-04-28,MANDI005,WH-East,5.8,251.8,RJ85DF7357,DRV707
TRP001074,,M009,WH-West,,249.9,DL25AB3202,
TRP007153,,MANDI001,WH-South,10.8,625.9,UP47CD3202,
TRP004241,,MANDI047,Export-Terminal,15.2,800.3,DL57AB3216,
TRP008848,,MANDI010,Export-Terminal,14.3,755.6,,DRV266
TRP002092,,MANDI047,Export-Terminal,23.1,1270.5,RJ46CD6263,DRV247
TRP004528,,mandi_056,WH-South,7.0,289.4,HR64BC5920,DRV382
TRP007837,,mandi_036,WH-Central,12.0,664.2,UP42DF6685,DRV403
TRP007407,,MANDI-004,WH-North,11.7,599.3,DL40BC9771,DRV250
TRP007877,,mandi_034,WH-East,4.8,204.0,,DRV774
TRP008072,,mandi011,WH-South,8.9,490.6,PB23AB7059,
TRP005158,,MANDI-001,Export-Terminal,14.5,739.5,,DRV683
TRP007453,2026-05-23,MANDI-012,WH-South,,392.0,RJ18AB7550,DRV765
TRP001004,,MANDI003,WH-East,20.6,1228.3,DL78AB4882,DRV299
TRP009464,2026-08-30,MANDI-026,WH-North,,563.3,HR38BC3168,DRV173
TRP007158,,MANDI010,Export-Terminal,3.4,155.9,PB92BC6217,DRV310
TRP008142,2026-05-16,MANDI-044,Export-Terminal,22.4,1225.4,PB68DF4183,DRV513
TRP004652,,mandi004,WH-Central,8.2,488.6,DL77CD9358,DRV141
TRP008707,,M031,WH-West,15.5,923.7,PB77CD1714,DRV976
TRP001486,,MANDI004,WH-East,2.0,100.2,HR25CD7208,DRV330
TRP009599,,MANDI037,Export-Terminal,16.4,960.1,DL27CD8938,DRV351
TRP001412,,M034,WH-East,9.4,395.0,RJ23DF6041,DRV766
TRP009809,,MANDI016,WH-North,3.6,177.3,UP52CD4325,DRV522
TRP005870,,MANDI-024,WH-South,,1232.7,RJ83CD2713,DRV831
TRP000710,,mandi_050,WH-North,15.1,775.4,DL80AB9705,DRV235
TRP005381,,MANDI002,WH-West,3.2,186.1,DL84DF1907,DRV996
TRP003604,2026-03-09,MANDI038,WH-West,7.0,408.5,,DRV671
TRP007846,,mandi_017,WH-West,10.9,495.898614028926,RJ28BC7798,DRV944
TRP003077,,mandi_013,WH-South,23.8,1335.7,DL34DF1471,DRV174
TRP007459,,MANDI-016,WH-North,10.1,556.2,DL59AB6182,DRV410
TRP007851,,mandi_029,WH-West,,584.0,UP81CD6391,DRV174
TRP004102,,MANDI017,WH-North,7.9,401.49887786371,RJ46AB5602,DRV852
TRP005590,,MANDI037,WH-West,5.0,259.0,PB23AB1483,DRV127
TRP002723,,MANDI030,WH-South,,466.2,,DRV817
TRP009733,,M005,WH-Central,21.7,1081.1,PB20AB6714,DRV772
TRP001269,,025,WH-South,22.1,1017.2,RJ62BC3094,
TRP002463,,mandi_054,WH-West,13.3,690.0,RJ79DF9204,DRV857
TRP005965,,M051,WH-West,14.8,700.5,HR98AB3752,DRV835
TRP000269,,MANDI026,WH-South,,461.79870933365197,PB96BC2210,DRV274
TRP003581,,MANDI044,WH-West,,620.9,UP31CD3426,
TRP004751,2026-02-12,mandi_016,WH-East,9.2,478.6,PB12BC8767,DRV384
TRP005847,2026-06-18,MANDI001,WH-South,,804.5,RJ18CD3737,
TRP005399,,mandi056,WH-South,8.9,454.6,UP11CD3760,
TRP005639,,MANDI053,WH-Central,14.3,636.1,PB12AB2913,DRV952
TRP007200,,MANDI-023,WH-East,22.3,1296.0,UP17BC3441,DRV488
TRP002822,2026-07-30,MANDI-029,WH-East,15.5,644.8,DL47BC7940,DRV447
TRP005937,,MANDI047,WH-East,5.7,260.9,DL31AB9685,DRV665
TRP000590,,013,WH-East,14.9,610.1,RJ29DF7184,DRV501
TRP006492,,MANDI-034,WH-East,4.8,192.8,,DRV477
TRP009822,,MANDI041,WH-East,16.8,787.7,,DRV677
TRP007367,,M055,WH-West,10.4,490.5,DL96CD9573,DRV961
TRP007264,,MANDI046,Export-Terminal,18.5,742.2,,DRV375
TRP008258,,MANDI057,WH-East,19.1,945.1,PB54CD3682,DRV604
TRP002038,,MANDI008,WH-East,7.4,372.1,PB45DF6873,DRV501
TRP008494,,MANDI011,WH-North,,1106.5,PB10DF2651,DRV392
TRP006877,,MANDI014,WH-East,14.9,706.8,,DRV878
TRP002029,2026-03-13,MANDI053,WH-West,13.9,653.1,,DRV261
TRP007433,,041,WH-East,16.5,685.1,HR94BC8507,DRV926
TRP000678,,MANDI004,WH-South,,582.7,RJ57BC1866,DRV947
TRP009678,,MANDI011,WH-North,13.8,720.1,PB65AB7933,DRV822
TRP001233,,MANDI038,WH-East,6.2,349.3,RJ87AB9391,
TRP005791,,053,WH-Central,9.7,394.6,,DRV362
TRP007734,,MANDI011,WH-East,9.7,510.7,RJ13BC9124,DRV379
TRP005958,2026-03-01,MANDI011,WH-South,12.0,609.6,HR58BC5693,DRV468
TRP004857,,mandi026,WH-Central,9.5,426.1,,DRV714
TRP006718,,mandi052,WH-West,13.7,693.8,UP72DF2334,DRV998
TRP002433,,M056,WH-West,16.8,744.397919506216,RJ20AB7691,DRV952
TRP008849,2026-04-21,MANDI037,WH-North,4.5,228.6,RJ21CD6111,DRV693
TRP006667,2026-08-08,MANDI-037,Export-Terminal,22.2,1183.5,UP76DF5970,DRV384
TRP006578,,mandi_032,Export-Terminal,22.2,1182.4,HR15DF9046,DRV738
TRP006804,,MANDI005,WH-East,5.3,265.9,HR71BC3783,DRV279
TRP000897,,mandi005,WH-Central,22.5,943.4,DL89AB9949,
TRP001612,,MANDI047,WH-Central,19.0,1117.596876464464,RJ19CD8815,
TRP007442,,M055,WH-South,12.7,699.0,PB86AB6254,DRV542
TRP009489,,MANDI056,WH-Central,10.8,567.2,HR96CD5763,DRV968
TRP008115,,M039,WH-East,15.3,717.8,HR26BC5735,DRV864
TRP003807,2026-05-24,MANDI003,Export-Terminal,5.9,299.3,RJ53AB4272,DRV164
TRP006563,,001,WH-North,19.4,962.99730854982,,
TRP008863,,M001,WH-South,,840.8,,DRV431
TRP004702,,MANDI-050,WH-East,2.1,98.8,UP20DF8954,DRV484
TRP003962,,MANDI056,WH-West,5.8,256.8,RJ41BC8296,DRV278
TRP005917,,MANDI043,WH-West,5.5,257.7,,DRV337
TRP001091,,MANDI034,WH-North,23.0,1243.8,DL46AB8932,DRV184
TRP000891,2026-07-29,MANDI021,WH-North,11.3,483.4,PB46DF9021,DRV410
TRP009504,,mandi035,WH-North,17.8,1067.7,RJ65BC8613,DRV833
TRP008166,,MANDI033,WH-East,,915.2,DL41BC3030,DRV120
TRP009482,2026-08-12,mandi_029,Export-Terminal,17.8,825.3,DL96AB4733,DRV825
TRP007909,,MANDI049,WH-North,16.1,815.0,DL35BC7281,DRV347
TRP008415,,MANDI-051,WH-East,13.5,737.4,DL17BC3441,DRV268
TRP007552,,MANDI013,WH-South,4.8,246.6,,DRV388
TRP007413,,007,WH-South,,244.5,,DRV105
TRP002800,,MANDI-030,WH-North,13.3,534.2,RJ60AB7496,DRV563
TRP000585,,039,WH-West,19.2,839.4976537150301,PB30BC9102,DRV917
TRP003269,,MANDI047,WH-East,11.9,669.5,,DRV592
TRP003933,,mandi017,WH-East,22.0,902.5,PB85BC3585,DRV993
TRP004966,,MANDI040,WH-East,6.6,327.3,HR48DF6719,DRV443
TRP001261,2026-04-28,028,WH-South,14.2,596.4,PB54CD9600,DRV342
TRP006474,2026-08-29,mandi_012,WH-East,5.5,290.6,RJ49CD3167,DRV870
TRP000311,,mandi_044,WH-South,4.0,202.0,PB26CD1666,DRV456
TRP001717,2026-05-12,MANDI027,WH-North,13.0,744.1,UP70AB4618,DRV476
TRP005403,,MANDI-004,WH-West,,1194.0,PB64DF4934,DRV837
TRP006770,,mandi_005,WH-Central,13.3,645.1,PB31AB9056,DRV430
TRP006415,,mandi_014,WH-North,16.1,944.3,UP84AB2330,DRV634
TRP004669,2026-07-16,MANDI-019,WH-South,,601.5,RJ25AB4624,DRV543
TRP004299,,MANDI-029,WH-West,2.4,123.1,DL69BC4530,DRV918
TRP003784,2026-07-10,MANDI012,Export-Terminal,,280.3,PB23AB4145,DRV501
TRP001009,,MANDI010,WH-West,4.3,244.6,,DRV719
TRP008688,,MANDI057,WH-East,,471.3,PB97AB3724,DRV949
TRP002186,,MANDI053,WH-South,,1069.7,HR29AB2388,DRV428
TRP003624,,MANDI018,WH-West,4.2,217.0,HR55DF5441,DRV342
TRP007665,,mandi017,WH-Central,22.6,1192.9,HR42DF3341,DRV210
TRP005376,,mandi_013,WH-East,,832.3,DL78CD4088,DRV469
TRP007967,,MANDI-045,WH-South,6.4,349.9,HR39DF7215,DRV901
TRP006659,2026-06-06,mandi_022,WH-Central,,951.5,UP54CD5586,DRV392
TRP007525,,MANDI008,WH-North,16.1,846.7,RJ64BC9751,
TRP004835,,M019,WH-South,17.7,720.5,UP81DF5901,DRV254
TRP006511,,MANDI048,WH-West,8.0,390.2,DL22CD1598,DRV558
TRP004757,,MANDI-057,WH-North,11.6,651.3,UP53AB7762,
TRP000089,,mandi020,WH-South,,1145.1,RJ47CD9999,DRV122
TRP000091,,mandi020,WH-South,15.8,880.4,PB56DF2034,DRV647
TRP009868,,013,WH-North,,924.3,,DRV578
TRP007745,,mandi_030,Export-Terminal,,667.7,HR36CD3890,DRV151
TRP001327,,mandi_031,WH-North,16.0,812.6,PB39AB7724,DRV775
TRP006111,,MANDI-042,WH-North,3.1,169.2,,DRV294
TRP008376,,MANDI-048,WH-East,,777.4,UP12BC7625,DRV522
TRP002118,,MANDI027,Export-Terminal,18.0,1071.9,,DRV925
TRP002938,,MANDI036,Export-Terminal,23.5,1185.2966872524419,UP60AB9175,DRV493
TRP004904,,045,WH-North,,325.6,HR44CD4654,
TRP000984,,MANDI006,WH-Central,11.4,655.9,RJ82CD4350,DRV646
TRP009474,2026-06-19,MANDI-040,WH-North,9.8,508.9,PB82DF4290,DRV415
TRP005806,2026-05-20,mandi_040,WH-Central,7.9,428.8,PB92CD5250,DRV128
TRP008950,,mandi_020,WH-East,2.4,128.299641419462,,DRV409
TRP002926,,MANDI-033,WH-North,14.8,645.4,RJ43DF4984,DRV906
TRP005883,2026-05-22,mandi041,WH-East,12.9,635.2,DL70DF6308,DRV605
TRP003215,,MANDI011,WH-North,21.9,957.5,UP75BC1001,DRV703
TRP007763,2026-06-24,MANDI045,WH-South,6.5,368.1,,DRV871
TRP006890,2026-05-17,M038,WH-Central,23.2,1225.8,PB59BC2441,DRV452
TRP008023,,MANDI039,WH-North,22.5,964.8,UP32CD4106,DRV117
TRP007663,,MANDI006,WH-West,21.2,1208.1,UP55AB1319,
TRP005351,,mandi_036,Export-Terminal,7.9,417.598832866464,DL65BC2090,DRV622
TRP000628,2026-08-21,mandi_023,Export-Terminal,11.3,632.8,RJ70AB4076,DRV908
TRP004948,2026-02-28,MANDI007,Export-Terminal,21.5,988.5,UP28CD5855,DRV169
TRP008144,,MANDI-003,WH-Central,2.5,124.299652598902,PB54BC2927,DRV447
TRP004245,,003,WH-Central,7.8,413.1,DL75AB5882,DRV733
TRP006378,,mandi_057,WH-North,,631.6,,
TRP004766,,MANDI003,Export-Terminal,19.8,1055.7970491868118,,DRV898
TRP001602,,mandi_034,Export-Terminal,20.7,1210.396617101456,PB45DF1978,DRV509
TRP009981,,MANDI007,Export-Terminal,8.3,459.1,DL76BC3692,DRV285
TRP001270,,MANDI040,WH-Central,,1054.8970517021862,,DRV124
TRP000129,,MANDI025,WH-North,15.0,854.0,UP10AB3391,
TRP006724,,MANDI016,WH-East,12.8,578.4,PB87CD2244,DRV100
TRP001712,,MANDI-013,WH-North,11.6,689.9,HR48AB1982,DRV292
TRP004183,,mandi_036,WH-North,14.2,756.6,,DRV114
TRP004236,,MANDI003,WH-South,20.0,1177.3,UP58BC1768,DRV922
TRP008119,2026-07-10,mandi_034,WH-North,5.1,283.3,HR70CD6539,DRV226
TRP002399,2026-06-17,MANDI005,WH-West,7.7,321.29910201148203,,
TRP006071,,mandi_057,WH-North,,227.1,RJ66DF2892,DRV163
TRP006604,,M003,WH-East,21.7,1030.7,HR35CD8179,DRV823
TRP008762,,mandi050,WH-South,21.9,1113.2,HR38DF3917,DRV495
TRP001187,2026-04-22,mandi_001,WH-North,,527.2,RJ37BC5041,DRV672
TRP008448,,MANDI029,WH-West,22.5,925.5,RJ92BC5877,DRV720
TRP005441,,MANDI-018,WH-East,,107.6,UP21DF7459,DRV536
TRP006551,,MANDI042,WH-Central,3.7,204.2,PB47CD6196,DRV596
TRP001978,,MANDI056,WH-West,5.1,242.49932224645,,
TRP008695,,MANDI029,WH-North,10.1,438.098775571834,DL44AB2270,DRV522
TRP004248,,MANDI-042,WH-West,19.6,1155.99676914184,DL27CD2728,DRV766
TRP008266,2026-04-29,mandi_044,WH-North,2.1,117.6,RJ60DF1118,DRV953
TRP000916,,MANDI047,WH-Central,10.8,449.59874343094407,HR60DF2403,DRV147
TRP001306,,mandi_052,WH-East,16.3,974.9,HR67AB9082,DRV990
TRP009307,,MANDI037,WH-North,18.4,877.3,DL74CD2850,DRV182
TRP003050,,mandi005,WH-South,7.4,366.9,DL53DF3618,DRV993
TRP009901,,mandi_003,WH-South,7.3,415.0,,DRV492
TRP001274,,mandi031,WH-East,19.4,823.2,PB36BC2184,DRV241
TRP008451,2026-05-04,018,WH-South,19.3,940.2,HR10BC2917,DRV946
TRP002797,,MANDI003,Export-Terminal,12.0,642.6,HR21BC8683,DRV774
TRP001399,2026-08-17,mandi_039,WH-Central,10.8,570.9,UP55BC3664,DRV533
TRP003359,,007,WH-North,12.9,581.6,PB15AB5210,DRV524
TRP000184,,mandi_001,WH-Central,11.1,592.3,,DRV747
TRP009150,,MANDI017,WH-East,5.1,301.9,RJ86DF7847,DRV573
TRP006212,2026-03-14,mandi_004,WH-South,4.7,267.6,PB86AB3239,DRV902
TRP006671,,MANDI-053,WH-Central,22.1,1084.4,HR33CD1824,DRV274
TRP009381,2026-07-22,037,WH-East,5.6,332.3,,DRV278
TRP006727,,MANDI055,WH-West,9.6,406.6,RJ99CD9925,DRV916
TRP007609,,MANDI003,WH-Central,18.1,1000.2,UP77AB9310,
TRP004568,,MANDI022,WH-West,2.1,99.2,PB22DF6611,
TRP007801,2026-09-06,M011,WH-North,14.5,630.1982386792281,DL76BC5873,
TRP008835,2026-09-02,mandi_041,WH-North,4.8,287.4,PB82DF4053,DRV752
TRP002657,2026-07-08,008,Export-Terminal,19.9,1168.3,UP50BC3214,DRV167
TRP008643,,MANDI-023,WH-Central,6.2,359.8,HR53AB2563,
TRP007475,,mandi_009,WH-South,6.7,366.7,UP91CD1210,DRV603
TRP001962,,MANDI013,Export-Terminal,2.3,118.8,,
TRP004993,,MANDI012,Export-Terminal,9.5,405.2,HR76DF1706,DRV330
TRP004892,,MANDI-003,WH-South,6.3,331.6,,DRV916
TRP007727,2026-07-18,MANDI021,WH-East,16.5,690.1,UP50CD8524,DRV614
TRP009855,,MANDI047,WH-North,20.9,930.7,DL40DF2603,DRV487
TRP004641,,MANDI026,Export-Terminal,15.5,793.3,UP62DF8517,DRV564
TRP001122,,MANDI011,WH-South,16.9,819.7,RJ78BC1965,DRV222
TRP001252,,MANDI011,WH-West,16.7,781.8978146989659,DL86AB1869,DRV246
TRP003177,,mandi003,WH-East,22.1,1282.2,,DRV859
TRP005073,,MANDI015,WH-North,6.0,281.4,RJ28AB9752,
TRP003360,,MANDI-002,WH-West,,338.6,UP51DF6980,DRV816
TRP009239,,MANDI029,WH-Central,,1019.6,HR71DF5244,DRV762
TRP007984,,M055,WH-West,10.8,557.8984407476061,HR19CD2552,
TRP007135,,mandi_041,WH-West,19.1,920.7,UP99BC8109,
TRP003290,,mandi031,WH-Central,7.3,435.2,UP98BC5491,DRV230
TRP007033,,011,WH-North,23.5,1340.9,,DRV515
TRP009077,,MANDI009,WH-East,15.7,809.5,RJ66CD8340,DRV480
TRP003191,2026-06-15,MANDI-007,WH-Central,2.4,132.7,HR57AB2894,DRV851
TRP006162,,MANDI041,WH-West,,135.5,RJ14AB3240,DRV493
TRP008335,2026-09-01,mandi_019,WH-Central,,149.0,,DRV625
TRP001052,,mandi048,WH-Central,15.1,868.4,PB70BC6056,DRV941
TRP004070,,MANDI023,Export-Terminal,18.8,974.2,DL23DF8900,DRV939
TRP007397,,M019,Export-Terminal,,956.7,PB60AB7599,DRV808
TRP006282,,MANDI-028,WH-North,9.3,412.6,PB47BC2402,DRV721
TRP000273,,mandi_007,WH-South,13.7,818.297712966062,RJ56AB2555,DRV100
TRP002043,,mandi011,WH-North,7.4,424.4,,DRV180
TRP004764,,mandi048,WH-North,13.3,744.597918947244,DL95AB5959,DRV104
TRP005432,,mandi_005,WH-West,9.2,469.3,DL18BC1851,DRV610
TRP005688,,MANDI029,WH-East,22.8,1020.9,HR43DF8879,DRV790
TRP005776,,MANDI010,WH-Central,,1342.8,,DRV932
TRP001087,,mandi056,WH-North,16.3,674.0,DL91CD8204,DRV501
TRP006330,,MANDI036,WH-North,4.3,213.2,PB10BC1258,DRV783
TRP008674,,mandi_054,Export-Terminal,11.0,617.49827417395,PB65BC6928,DRV279
TRP005969,,MANDI051,WH-Central,12.3,708.5,,DRV771
TRP007282,,MANDI-016,WH-East,14.0,701.0,DL97DF1173,DRV480
TRP004323,,mandi_006,WH-North,,682.6,HR44CD1392,DRV764
TRP007566,,MANDI002,WH-South,18.1,820.2,UP95AB6589,DRV182
TRP008303,,M038,WH-East,4.3,241.4,RJ80BC4536,DRV664
TRP006110,,006,WH-South,,532.2,PB66CD7096,DRV762
TRP006023,,MANDI016,WH-South,3.7,161.1,,
TRP005594,2026-07-25,043,Export-Terminal,20.5,896.49749440801,UP16BC8603,DRV674
TRP009129,,017,WH-South,9.0,390.6,HR25AB4640,DRV707
TRP004710,,MANDI007,WH-North,8.8,514.2,,DRV325
TRP004218,,006,WH-West,12.8,712.6,HR75BC4910,DRV463
TRP008486,,mandi_030,WH-North,4.2,225.8,,
TRP006144,,mandi_001,WH-South,13.0,759.3,DL47CD5527,DRV122
TRP007396,,MANDI-020,WH-Central,9.7,570.198406370828,HR49CD6903,DRV471
TRP003479,,MANDI050,WH-Central,19.0,916.0,RJ40CD9062,DRV379
TRP007746,,mandi_049,WH-East,,1092.3,PB70BC4945,DRV437
TRP003925,,mandi_012,Export-Terminal,6.1,254.69928814915798,RJ83CD7923,DRV732
TRP001749,,MANDI-002,WH-East,3.5,141.9,DL41AB5135,
TRP000733,,MANDI043,WH-West,6.8,328.4,PB83BC2637,
TRP002554,,MANDI047,WH-Central,21.0,1031.6,UP25DF3660,DRV392
TRP005959,,MANDI-025,WH-East,18.1,1058.5,,DRV770
TRP005404,,MANDI011,WH-West,19.8,997.7,,DRV487
