record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp
PR005040,2026-02-21,MANDI043,Amritsar,Rice,"1,911.10/-","₹2,086.37","₹1,998.73","₹2,183.00"
PR002141,07-Jan-2026,MANDI014,Jalandhar,Kapas,"6,852.01/-","Rs. 8,206",7529.03,
PR004682,2026/03/24,MANDI020,Bathinda,कपास,"₹6,934.96","Rs. 7,478",7206.41,6620
PR008605,20-Jan-2026,MANDI028,Sirsa,Wheat,"₹2,322.20",2676.55,2499.3731976184536,"₹2,275.00"
PR011792,2026/03/17,M011,Ferozepur,wheat,"₹2,307.66",2719.73,"₹2,513.70",
PR010931,14-Jun-2026,MANDI009,,Makka,"2,127.44/-",2374.13,"2,250.79/-",2090
PR006348,02-24-2026,MANDI-049,Hisar,paddy,"₹2,174.80","₹2,346.17","₹2,260.49",2183
PR000394,04-Sep-2026,MANDI054,Jalandhar,Corn,1968.98,"INR 2,291","INR 2,130","INR 2,090"
PR011669,2026-04-18,MANDI035,Amritsar,मक्का,"Rs. 1,935","Rs. 2,144","₹2,039.52","2,090.00/-"
PR006558,04/08/2026,,,Cotton,6757.97,7800.78,7279.38,6620
PR011310,04.02.2026,MANDI-039,Karnal,कपास,5710.57,"₹7,000.62",6355.59,6620
PR007443,05/05/2026,mandi_010,Moga,गन्ना,"INR 3,241",3624.92,"Rs. 3,433","₹3,500.00"
PR001231,2026-04-02,mandi009,Jalandhar,cotton,6335.74,7166.32,"₹6,751.03",
PR003313,2026-06-22,M044,Amritsar,Kapas,6487.18,"Rs. 7,434","Rs. 6,961",
PR001316,2026/03/14,MANDI034,Bathinda,sugarcane,"Rs. 3,075",3295.04,"₹3,184.87","₹3,500.00"
PR009359,03-Jan-2026,MANDI047,Kurukshetra,Chawal,"2,221.48/-",,"Rs. 2,480","INR 2,183"
PR000709,12.03.2026,mandi_033,Kurukshetra,सरसों,5164.1,5875.19,"Rs. 5,520","INR 5,650"
PR002087,13/03/2026,,Fatehabad,धान,"INR 2,049","₹2,318.96","INR 2,184",2183
PR007275,05-07-2026,mandi040,Patiala,सरसों,5163.25,"Rs. 5,476","₹5,319.50","INR 5,650"
PR010453,2026-04-29,MANDI019,Kurukshetra,Corn,1923.84,"INR 2,245","₹2,084.17",
PR008073,05-Apr-2026,MANDI-001,Ambala,Chawal,2104.72,"₹2,417.60","2,261.16/-",2183
PR008224,25.08.2026,,Ferozepur,Sarso,"4,871.09/-","INR 5,717","₹5,294.10",5650
PR006324,2026/01/21,MANDI023,Ludhiana,mustard,"₹5,552.05","Rs. 6,725",6138.63,"₹5,650.00"
PR007444,2026-06-22,,Kurukshetra,Basmati,2256.41,"2,415.86/-","₹2,336.13",2183
PR003887,16/04/2026,mandi027,Ambala,Ganna,3538.812907848765,"INR 4,276","3,907.31/-",3500
PR003011,11-Feb-2026,MANDI057,Sirsa,Kanak,2042.36,"INR 2,191",2116.590744840276,"₹2,275.00"
PR004090,06-22-2026,MANDI031,Fatehabad,GEHUN,"1,997.04/-","2,249.56/-","Rs. 2,123","INR 2,275"
PR009142,2026-08-02,MANDI-012,Karnal,Gehun,2244.72,"INR 2,595","INR 2,420","₹2,275.00"
PR002627,2026/01/17,mandi_051,Moga,paddy,"2,145.48/-",2671.68,2408.578445560862,
PR003029,12.01.2026,046,Moga,Sarso,"Rs. 4,844","INR 5,770","INR 5,307",
PR011852,2026-04-29,mandi_029,Karnal,Wheat,"₹1,937.43","Rs. 2,155",2046.1375738426748,"INR 2,275"
PR001960,15-Jun-2026,032,Sirsa,Gehun,"1,951.79/-",2333.06,2142.42,"Rs. 2,275"
PR004631,2026/08/03,mandi011,Moga,Kanak,"Rs. 2,338","INR 2,732",2535.24,"INR 2,275"
PR001100,2026/04/14,MANDI037,Ferozepur,Maize,"₹1,813.67","₹2,258.73","Rs. 2,036",
PR008367,2026-05-09,MANDI014,Karnal,Sugarcane,3522.44,"INR 3,801",3661.707333440511,
PR008247,2026-08-16,MANDI021,Bathinda,Ganne,3633.17,"4,420.52/-",4026.8451727986358,
PR004186,24/01/2026,MANDI042,Sirsa,WHEAT,"₹2,104.27",2599.766503465157,"Rs. 2,352",
PR011816,16/08/2026,MANDI002,Ferozepur,WHEAT,,"₹2,523.18","Rs. 2,358",
PR002042,20/01/2026,mandi028,Kurukshetra,Rice,2133.47,2493.21,2313.34,
PR011231,22/07/2026,MANDI045,Ferozepur,Chawal,2265.3699624676287,2828.2876263599687,"₹2,546.83",2183
PR009583,21.04.2026,024,Hisar,Makki,2091.18,"₹2,292.21","INR 2,192","Rs. 2,090"
PR010224,14/08/2026,mandi_017,Hisar,Mustard,"Rs. 5,042",,5315.027578900945,"₹5,650.00"
PR005342,30/06/2026,mandi_013,Amritsar,Dhaan,2228.222128702534,"INR 2,435","2,331.71/-","INR 2,183"
PR000477,03/04/2026,MANDI054,Fatehabad,Rice,"2,111.34/-",2324.82,2218.08,2183
PR001564,07-10-2026,mandi_039,Karnal,गेहूं,"Rs. 2,032","₹2,158.62","Rs. 2,095","2,275.00/-"
PR001971,08-Feb-2026,mandi_051,Sirsa,धान,1944.07,"Rs. 2,418",2180.89,2183
PR008935,06/01/2026,MANDI007,Bathinda,Sarson,5292.955483663655,,"Rs. 5,837",5650
PR006732,09.07.2026,,,Ganna,"₹3,418.55","₹4,154.20","₹3,786.38","Rs. 3,500"
PR002765,06-06-2026,mandi_057,,Sarso,"4,823.65/-","INR 6,014",5419.0,5650
PR002914,08-Jul-2026,MANDI041,Sirsa,Makki,1989.97,2241.757662668336,"2,115.87/-",2090
PR006427,02-Sep-2026,MANDI049,,Narma,"₹6,823.25","₹7,918.44",7370.8454035573795,"INR 6,620"
PR001281,2026-08-12,MANDI-050,Moga,mustard,"Rs. 5,219",6355.458870053714,5787.25,"₹5,650.00"
PR004721,2026-01-27,MANDI037,Karnal,Rice,"₹1,875.23","₹2,192.84","Rs. 2,034","INR 2,183"
PR000920,15/06/2026,MANDI054,Moga,Narma,6582.59,8215.88,"₹7,399.23",
PR004764,30/07/2026,mandi_024,Patiala,Maize,1894.5413904781094,2340.9516972767237,2117.75,"₹2,090.00"
PR009687,01-21-2026,mandi005,Patiala,Sugarcane,"₹3,394.48","₹3,589.26",,"Rs. 3,500"
PR010929,2026-03-23,M016,Ferozepur,GEHUN,2361.47,"₹2,486.36","INR 2,424",2275
PR009184,2026-03-16,,,Cotton,6476.9,7729.67,"INR 7,103","₹6,620.00"
PR004571,08-20-2026,MANDI-011,Jalandhar,गन्ना,,"Rs. 3,723","3,421.77/-",3500
PR009392,10/05/2026,MANDI046,Sirsa,कपास,"₹5,737.39",6464.02,"Rs. 6,101",6620
PR007726,18/08/2026,mandi016,Kurukshetra,Ganne,"₹3,129.50",3696.67,"₹3,413.09","Rs. 3,500"
PR008163,2026/03/14,MANDI006,Patiala,Sugarcane,3144.33,"₹3,444.19",3294.26,3500
PR009018,08-11-2026,MANDI039,Fatehabad,Paddy,"₹2,086.15","₹2,260.89",2173.52,
PR001823,02-25-2026,MANDI-033,Ambala,मक्का,2023.91,"₹2,175.70","₹2,099.81","Rs. 2,090"
PR008117,23/01/2026,MANDI002,Patiala,सरसों,"INR 4,888","INR 5,459","Rs. 5,174",5650
PR002939,2026-01-15,MANDI030,Moga,Wheat,2107.74,"₹2,364.57",,"2,275.00/-"
PR003322,23/05/2026,mandi021,Amritsar,Sarson,5284.41,"INR 6,523",5903.88,"5,650.00/-"
PR005005,11.04.2026,MANDI040,,Ganna,"₹3,383.22","Rs. 4,095","Rs. 3,739",3500
PR004813,27/03/2026,MANDI045,Patiala,Sugarcane,3600.93,4461.02,"₹4,030.98","INR 3,500"
PR002187,07-Apr-2026,mandi_029,Sirsa,paddy,"INR 2,268","2,653.45/-",2460.56,"INR 2,183"
PR006125,2026-07-19,,,गन्ना,"3,657.80/-","₹4,406.37",4032.083023897795,3500
PR010190,08.04.2026,,Amritsar,मक्का,"2,024.83/-","INR 2,511","₹2,267.91",2090
PR009941,2026/02/02,MANDI057,Amritsar,Mustard,"INR 5,250","INR 6,424",5836.89,5650
PR007209,10/03/2026,mandi042,Fatehabad,cotton,6931.74,7683.863907310575,"₹7,307.80",
PR004240,20-Mar-2026,mandi002,Sirsa,Kanak,"2,215.35/-",,2365.18,
PR005457,25.02.2026,M049,Sirsa,Ganne,3592.35,4088.18,"₹3,840.26","Rs. 3,500"
PR003619,2026-08-28,MANDI020,Ferozepur,Chawal,2007.31,"INR 2,447","₹2,227.39","Rs. 2,183"
PR001338,2026-08-24,mandi010,,Corn,1835.630919646727,"₹2,097.14",1966.3863792977959,"₹2,090.00"
PR010520,30.08.2026,MANDI020,Moga,Maize,1923.06,2081.4461944693135,"2,002.25/-","INR 2,090"
PR003956,2026-06-22,mandi036,Jalandhar,Paddy,"Rs. 1,941",2381.95,2161.52,2183
PR001490,15-Aug-2026,MANDI-008,Patiala,Cotton,6710.09,7355.83,7032.96,6620
PR006667,15/08/2026,MANDI005,,sugarcane,"Rs. 3,208","Rs. 3,375","3,291.51/-","₹3,500.00"
PR000045,18/03/2026,M030,Ambala,wheat,2115.15,"₹2,272.36","INR 2,194",
PR011726,2026-07-11,,Sirsa,Kapas,"₹5,923.69","INR 6,678",6300.68,
PR002961,2026/03/03,mandi_025,Patiala,गन्ना,"2,976.28/-",3656.8648081091665,"₹3,316.57","₹3,500.00"
PR005471,2026/08/21,,Ludhiana,Cotton,"INR 6,928","Rs. 7,525",7226.18,"INR 6,620"
PR009062,2026-01-06,mandi_056,Kurukshetra,mustard,"Rs. 5,502","₹6,735.91","₹6,118.91",
PR004863,26-Feb-2026,,,Paddy,2016.83,"Rs. 2,476","Rs. 2,247",
PR010492,25/01/2026,mandi_011,Ferozepur,Chawal,"₹2,132.93","Rs. 2,609","INR 2,371","INR 2,183"
PR002219,23.03.2026,MANDI042,Ludhiana,गन्ना,3205.41177552901,,"Rs. 3,462","INR 3,500"
PR010483,2026-08-10,MANDI003,Ludhiana,Makka,"Rs. 2,158",2595.33,"2,376.43/-","INR 2,090"
PR008358,2026-06-11,MANDI035,Kurukshetra,सरसों,5040.86,"INR 5,790",5415.34,"₹5,650.00"
PR011957,2026-03-15,MANDI-019,Patiala,Ganne,"₹3,494.29","INR 3,708","INR 3,601","Rs. 3,500"
PR004067,30/07/2026,mandi_042,Hisar,Mustard,5353.707405217309,"₹6,116.39",5735.05,5650
PR007332,08.08.2026,MANDI054,,Narma,"INR 6,245","₹6,727.96","INR 6,486",
PR009633,08/03/2026,mandi039,Fatehabad,Mustard,"INR 4,830","5,948.59/-","₹5,389.26","INR 5,650"
PR005689,23-Feb-2026,MANDI044,Ambala,Corn,2052.467473981898,2254.31,"INR 2,153","Rs. 2,090"
PR001921,22/08/2026,047,Amritsar,गन्ना,3321.5012275309236,"INR 4,072","₹3,696.66",3500
PR006449,02-Mar-2026,,Moga,Kapas,5709.85,"INR 6,227","INR 5,969","6,620.00/-"
PR002235,2026-07-28,mandi_007,Karnal,सरसों,"Rs. 5,748",6110.42064017064,"Rs. 5,929",
PR010523,2026/06/15,,Fatehabad,Wheat,2078.62,2582.71,"2,330.66/-","2,275.00/-"
PR010624,01-19-2026,MANDI026,Jalandhar,Wheat,"₹2,264.17","2,820.91/-",2542.5394228213836,2275
PR008733,2026-03-14,MANDI025,Sirsa,Kapas,"₹6,579.75","INR 7,184",6882.029714017117,6620
PR004823,03-11-2026,mandi_002,,Maize,"Rs. 1,941",2286.27,"INR 2,113",2090
PR004323,07/06/2026,M057,Moga,Sugarcane,"3,380.97/-",3830.08,"3,605.53/-","Rs. 3,500"
PR009442,2026-03-17,,Moga,Ganna,"3,648.58/-","₹4,079.80","₹3,864.19",3500
PR011628,11-Mar-2026,MANDI055,Fatehabad,cotton,"₹5,660.68","7,024.79/-",6342.74,"₹6,620.00"
PR009869,2026-03-16,MANDI-018,Ludhiana,wheat,,"INR 2,575","Rs. 2,327",
PR009228,27-Apr-2026,mandi012,Karnal,cotton,,7390.85,7082.77,6620
PR000041,2026-08-08,MANDI040,Karnal,Makki,"Rs. 1,851",2194.88,2023.13,
PR008218,14.08.2026,mandi046,,corn,"INR 1,843","2,126.98/-",1984.98,"Rs. 2,090"
PR011900,21-Jul-2026,MANDI002,Karnal,Ganna,3300.4,"Rs. 4,082",3690.97,
PR004452,2026-02-03,MANDI023,Ludhiana,सरसों,"INR 5,907","₹6,705.68","Rs. 6,307",
PR009276,2026-06-06,MANDI017,Kurukshetra,Paddy,2289.48,"Rs. 2,825","INR 2,557",2183
PR007657,01-31-2026,MANDI011,Ludhiana,corn,"INR 1,854",2248.45,2051.32,"Rs. 2,090"
PR009778,26/04/2026,MANDI-037,Moga,सरसों,5396.978579591415,"₹6,453.63","₹5,925.30","Rs. 5,650"
PR001903,25.05.2026,MANDI-034,Hisar,Cotton,"Rs. 6,266","7,502.17/-",6883.976845798077,
PR000420,19/04/2026,M054,Ludhiana,WHEAT,2261.06,"2,787.97/-","₹2,524.51",2275
PR006426,14-May-2026,mandi_039,Karnal,कपास,,"INR 7,072",6372.45,6620
PR000674,13.08.2026,MANDI032,Fatehabad,Kapas,"Rs. 6,623","INR 7,639",7130.94,6620
PR004741,2026/04/18,,Hisar,गेहूं,"Rs. 2,303","₹2,544.69",2423.83,"₹2,275.00"
PR003769,2026-08-12,MANDI004,Patiala,धान,"2,250.41/-","INR 2,585",2417.523519512435,
PR007764,25-Feb-2026,MANDI-051,Kurukshetra,Mustard,"₹5,757.24",6297.7,"Rs. 6,027","₹5,650.00"
PR005243,04-Sep-2026,MANDI-052,Ferozepur,Ganne,3423.97,4053.953888499371,"₹3,738.96",3500
PR007433,2026-04-05,M023,Ludhiana,Sarson,"INR 5,070","INR 6,112","Rs. 5,591","₹5,650.00"
PR003611,2026-03-09,MANDI049,Jalandhar,गन्ना,3574.39,"INR 4,022","Rs. 3,798","₹3,500.00"
PR004789,05-02-2026,mandi_026,Karnal,Narma,6395.11,6947.91,"INR 6,672",6620
PR004531,2026/07/10,MANDI005,Ludhiana,paddy,2028.02,"2,522.93/-",2275.47,2183
PR004528,27/08/2026,,,Ganna,,4050.37,"₹3,748.29","3,500.00/-"
PR007464,11-Feb-2026,mandi_041,,Corn,2159.24,"2,383.71/-","Rs. 2,271",
PR010693,2026-04-17,MANDI-054,,धान,1952.7,"₹2,140.87",2046.78,2183
PR004157,2026-07-27,M056,Kurukshetra,Ganna,"₹3,192.33",3898.56,"₹3,545.44",3500
PR010262,02-26-2026,mandi_027,Patiala,cotton,6177.91,,6447.77,"INR 6,620"
PR011804,2026-05-22,MANDI-041,Jalandhar,धान,1910.32,2055.98,"INR 1,983","₹2,183.00"
PR001332,02.02.2026,MANDI002,Hisar,GEHUN,2173.1799201632016,2496.19,"₹2,334.68",2275
PR003036,2026-05-29,M013,Ludhiana,cotton,"INR 5,996","₹6,864.35","₹6,430.30",
PR006190,04-08-2026,MANDI008,Fatehabad,mustard,"INR 5,124",5939.98,"₹5,532.20",5650
PR002067,2026/06/30,mandi_001,Kurukshetra,गन्ना,2997.95,"Rs. 3,594",3296.16,3500
PR007460,28.03.2026,M053,Hisar,Maize,1913.13,2167.41,"INR 2,040","₹2,090.00"
PR006070,05.01.2026,MANDI038,Sirsa,corn,"Rs. 1,851",2152.7188349075186,2001.86,2090
PR007217,22/08/2026,MANDI035,Karnal,wheat,2253.84,2560.69,"Rs. 2,407",2275
PR003931,2026/03/15,MANDI-008,Fatehabad,गेहूं,"₹2,247.47","₹2,558.39","INR 2,403","₹2,275.00"
PR001487,2026/03/14,,Fatehabad,cotton,"6,169.93/-","₹6,671.13",6420.53,"6,620.00/-"
PR003540,2026-05-04,MANDI-054,Ambala,मक्का,"Rs. 2,139","2,505.23/-","₹2,322.12","₹2,090.00"
PR003878,07-01-2026,MANDI005,Patiala,गन्ना,"Rs. 3,376","₹3,991.13","Rs. 3,683","Rs. 3,500"
PR001510,15-Jun-2026,MANDI022,,Sugarcane,3563.6,"INR 3,893",3728.23,"INR 3,500"
PR010736,2026/01/12,MANDI010,Fatehabad,Narma,"₹6,510.85","8,016.46/-",7263.6590311974505,
PR009146,10/05/2026,mandi_001,Bathinda,Dhaan,2093.29,"₹2,513.54","₹2,303.42","2,183.00/-"
PR006019,27/05/2026,MANDI050,Hisar,Sarson,"Rs. 5,854","Rs. 6,684",6269.2330028946735,5650
PR005107,04-Jan-2026,MANDI018,Ludhiana,कपास,6542.418628086731,7509.65,"INR 7,026","Rs. 6,620"
PR003046,2026-02-10,MANDI054,Bathinda,Wheat,2309.572247708698,,"₹2,417.01","Rs. 2,275"
PR008859,2026-01-19,MANDI045,Kurukshetra,wheat,2091.93,"2,604.82/-","₹2,348.37","₹2,275.00"
PR007184,2026-02-07,MANDI055,Ferozepur,सरसों,4864.67,"₹5,175.90",5020.284783659821,5650
PR009979,08-16-2026,,Ambala,Makki,"₹2,137.02",2317.44,2227.228990434986,"₹2,090.00"
PR010282,30-Apr-2026,MANDI035,Amritsar,गन्ना,"3,380.30/-","Rs. 4,222","Rs. 3,801","INR 3,500"
PR007071,01-17-2026,MANDI044,Patiala,Mustard,4965.75,"Rs. 5,318","INR 5,142","Rs. 5,650"
PR009167,2026-02-03,,Sirsa,गेहूं,"Rs. 2,099","Rs. 2,566","2,332.56/-","INR 2,275"
PR007369,23-May-2026,014,Fatehabad,Kapas,"INR 6,138","Rs. 7,327","₹6,732.21",
PR007521,08-29-2026,M016,,गेहूं,"₹2,198.08","2,736.90/-","2,467.49/-",2275
PR008336,10-Jan-2026,mandi_013,Sirsa,Paddy,"₹2,214.64","₹2,577.19","2,395.91/-",2183
PR005492,22.07.2026,mandi032,Moga,Wheat,2358.5811081167094,2684.64,"INR 2,522","INR 2,275"
PR000813,14.07.2026,,Ferozepur,चावल,"INR 2,130","INR 2,582","₹2,355.85","₹2,183.00"
PR008471,2026/06/28,MANDI002,Patiala,Rice,"₹2,282.43",2554.7,"₹2,418.57",2183
PR005955,2026/02/15,MANDI035,Fatehabad,सरसों,"INR 5,092","Rs. 6,313","Rs. 5,702",
PR006606,16/02/2026,MANDI028,Patiala,WHEAT,"INR 2,261",2459.15,2360.24,"₹2,275.00"
PR001970,15/01/2026,mandi057,,Sarso,"INR 5,731",6365.38,"Rs. 6,048","₹5,650.00"
PR011170,2026-03-23,MANDI-031,Ludhiana,Wheat,"INR 2,384","INR 2,768","Rs. 2,576",2275
PR011361,2026/01/11,MANDI-036,Karnal,चावल,2034.88,2406.34,"INR 2,221","2,183.00/-"
PR004822,12-Jul-2026,MANDI036,Kurukshetra,sugarcane,3368.61,"INR 4,022",,"Rs. 3,500"
PR001559,07/01/2026,MANDI026,,Ganna,3038.076419901754,"₹3,351.65","Rs. 3,195","3,500.00/-"
PR011265,2026-06-02,MANDI027,Patiala,Corn,1921.9864699757002,2395.93,"₹2,158.96","INR 2,090"
PR002533,28-Feb-2026,,Bathinda,गन्ना,3217.49,"₹3,750.74","3,484.11/-","INR 3,500"
PR002290,11/01/2026,MANDI042,Sirsa,Basmati,"₹1,889.62","INR 2,102",1995.8715036927101,2183
PR011162,09-Feb-2026,MANDI039,,Narma,6780.94,7717.2,"₹7,249.07","INR 6,620"
PR009459,2026-03-23,MANDI002,Sirsa,Ganna,3437.76,3635.9662730324785,"Rs. 3,537",
PR009320,09-03-2026,MANDI004,Ludhiana,गन्ना,3052.274264368677,"₹3,618.95","Rs. 3,336","Rs. 3,500"
PR001099,24/08/2026,MANDI009,Fatehabad,गेहूं,"Rs. 2,275","₹2,765.19","2,519.87/-","Rs. 2,275"
PR009424,2026/04/19,MANDI016,Amritsar,Mustard,"5,637.18/-","₹6,805.08",6221.13,"INR 5,650"
PR008270,05-09-2026,MANDI022,Karnal,कपास,6183.0,"Rs. 6,938","Rs. 6,561",6620
PR007831,2026/04/06,MANDI046,Fatehabad,GEHUN,2382.73,"Rs. 2,874",2628.53,2275
PR008574,2026-07-21,MANDI-028,Bathinda,Kapas,"Rs. 5,865",7069.59,6467.084969925172,"INR 6,620"
PR008673,24-Apr-2026,MANDI009,Sirsa,cotton,"₹5,744.52","Rs. 6,543","Rs. 6,144",6620
PR009144,03/04/2026,013,Bathinda,WHEAT,"1,940.02/-","INR 2,218","INR 2,079","₹2,275.00"
PR006217,2026/04/04,MANDI002,Hisar,गन्ना,,3546.7,"3,270.93/-","Rs. 3,500"
PR003292,17/01/2026,,Ludhiana,GEHUN,"2,074.20/-",2338.77,"₹2,206.49",
PR010615,16/04/2026,,Patiala,Sarson,"Rs. 5,054","₹5,799.10","INR 5,426","₹5,650.00"
PR001727,2026-03-16,MANDI022,Karnal,cotton,6378.47,7428.48,"INR 6,903",6620
PR008317,2026/08/13,001,,गन्ना,"₹3,209.04",3994.34,"₹3,601.69",
PR008274,11-May-2026,MANDI-022,Amritsar,Kapas,5930.28,"₹7,181.28","Rs. 6,556","₹6,620.00"
PR001800,2026-06-07,M045,Karnal,Kapas,"₹6,055.62",6706.04,6380.83,
PR000308,2026-07-09,M044,Fatehabad,WHEAT,2121.9,"INR 2,605",2363.663029804059,
PR004930,02-Jul-2026,MANDI-015,Moga,corn,2075.41,"Rs. 2,292",2183.4536498195725,2090
PR006243,06-30-2026,M026,Kurukshetra,GEHUN,"INR 1,982","2,467.24/-","₹2,224.76",2275
PR010777,2026/04/21,MANDI040,Hisar,Kapas,6543.999115389633,8115.028260993039,,"₹6,620.00"
PR002465,04-Jun-2026,M025,Moga,Mustard,"Rs. 5,298","Rs. 6,029",5663.62,"5,650.00/-"
PR003950,2026-05-18,MANDI013,Fatehabad,Dhaan,"INR 2,103","₹2,592.44",,2183
PR010765,04.06.2026,MANDI-049,Patiala,गन्ना,"Rs. 3,245","INR 3,834",3539.39,3500
PR003601,2026-05-21,mandi_008,Jalandhar,Maize,"₹2,102.88",2249.65,2176.26,2090
PR001915,16/02/2026,MANDI020,Bathinda,Kapas,,"6,998.44/-","Rs. 6,573","Rs. 6,620"
PR004672,01-17-2026,MANDI-040,,sugarcane,3122.44,3728.45,"3,425.45/-","Rs. 3,500"
PR001130,2026-08-06,MANDI021,Ferozepur,Dhaan,"INR 1,938","INR 2,400",2169.052905633279,"Rs. 2,183"
PR009047,2026-01-26,,Fatehabad,WHEAT,2363.3802381446603,,2555.55,2275
PR001755,01/04/2026,M052,Fatehabad,Kapas,,6394.91,"Rs. 6,135","6,620.00/-"
PR005726,08-Jul-2026,,,Basmati,1952.67,2122.84,2037.75,"₹2,183.00"
PR007861,27/01/2026,MANDI-053,Kurukshetra,Makka,"Rs. 2,012","Rs. 2,216","INR 2,114","₹2,090.00"
PR001410,2026-01-08,MANDI021,Sirsa,Ganne,"Rs. 3,393","Rs. 3,725",,"INR 3,500"
PR004949,2026/08/20,,Ferozepur,Makka,"INR 2,124","2,313.56/-",2219.0,"Rs. 2,090"
PR005348,07/08/2026,MANDI-056,Ambala,सरसों,5292.58,"Rs. 6,072","5,682.27/-","₹5,650.00"
PR005675,15/03/2026,MANDI042,Kurukshetra,Cotton,,"₹6,702.97",6183.04,
PR005199,22-Mar-2026,M020,Ambala,Ganna,"₹3,395.09",3685.53,"Rs. 3,540",3500
PR011088,14/01/2026,MANDI-025,Moga,Sugarcane,"3,581.02/-",3975.850477347332,3778.4329373973833,3500
PR011943,22/02/2026,051,Jalandhar,Sarso,"₹5,043.60","Rs. 5,933","INR 5,488","₹5,650.00"
PR004893,2026-03-25,MANDI033,Ludhiana,Gehun,"2,147.77/-",,"₹2,352.70","₹2,275.00"
PR011708,2026/08/23,MANDI-048,,mustard,"Rs. 5,381","5,918.18/-","5,649.74/-","₹5,650.00"
PR005587,2026-02-23,mandi_036,Bathinda,sugarcane,3012.16,3727.09,,"Rs. 3,500"
PR003468,2026-07-09,MANDI011,,mustard,"₹4,986.92",,5312.64,5650
PR000305,26/02/2026,MANDI-028,Fatehabad,Makki,2124.18,"₹2,482.96",2303.57,
PR010776,20/02/2026,MANDI-007,Ambala,Mustard,"5,928.04/-","Rs. 6,667","Rs. 6,298","Rs. 5,650"
PR001965,2026/04/07,mandi_029,Jalandhar,Makki,1898.75,"Rs. 2,329","INR 2,114","₹2,090.00"
PR008420,09.02.2026,MANDI001,Karnal,sugarcane,"INR 3,603","₹3,901.17","Rs. 3,752",3500
PR006386,05-06-2026,mandi_031,Ludhiana,चावल,"2,253.06/-","₹2,602.12","INR 2,428",
PR002051,19/03/2026,MANDI-038,Fatehabad,Sugarcane,3671.9,"Rs. 4,003","INR 3,837",3500
PR006882,2026-06-17,mandi015,Bathinda,चावल,2059.316202459405,"Rs. 2,452","INR 2,256","₹2,183.00"
PR009658,24.07.2026,mandi_051,Hisar,Kanak,2053.3557754451163,"2,260.82/-","Rs. 2,157",
PR002820,2026/05/13,MANDI005,Patiala,Maize,,"INR 2,193","₹1,995.53","₹2,090.00"
PR004399,14/07/2026,M057,Karnal,Kapas,"Rs. 5,967",,"₹6,161.29","INR 6,620"
PR002370,06-11-2026,MANDI-006,,धान,"₹1,963.02","Rs. 2,075",2019.2,"₹2,183.00"
PR006212,19-Jul-2026,MANDI002,Moga,GEHUN,"₹2,206.58","INR 2,687","INR 2,447","INR 2,275"
PR004950,2026/06/04,047,Ferozepur,Sarso,"₹5,598.98",6272.31,"INR 5,936","Rs. 5,650"
PR004508,2026-06-11,M018,Ambala,Mustard,,6464.82,"6,127.34/-","5,650.00/-"
PR010639,17-Mar-2026,MANDI055,Amritsar,गन्ना,,"Rs. 3,535","INR 3,317",
PR005084,2026-01-31,MANDI008,Ambala,Sarso,,6112.23,"₹5,739.91",5650
PR008068,2026/08/23,MANDI035,Ferozepur,Mustard,"Rs. 4,978",,"INR 5,407","Rs. 5,650"
PR005176,09-03-2026,MANDI056,,cotton,5865.073006794688,6341.99,6103.53017698785,6620
PR002903,2026/07/09,MANDI-004,Hisar,गेहूं,"INR 2,356",2486.896591205236,"Rs. 2,422","2,275.00/-"
PR009757,2026/08/07,,Ambala,कपास,"₹6,436.02","INR 7,237","Rs. 6,836",
PR003443,01-02-2026,M036,Jalandhar,Gehun,"2,377.75/-",2871.95,"2,624.85/-",2275
PR001882,2026-04-13,,Ludhiana,चावल,"INR 1,964","₹2,092.71",2028.44,2183
PR008468,14/03/2026,MANDI013,Sirsa,चावल,"2,083.02/-",2318.67,2200.84,2183
PR007824,06-May-2026,,Ambala,सरसों,"Rs. 4,867","Rs. 5,302",5084.29,5650
PR006396,06-10-2026,MANDI-002,Sirsa,paddy,"INR 2,067","Rs. 2,173","₹2,119.91","INR 2,183"
PR008382,2026/01/17,MANDI023,Bathinda,wheat,"Rs. 2,288",,"Rs. 2,474","INR 2,275"
PR010873,2026/05/11,,Ambala,Mustard,4884.39,5682.94,"Rs. 5,284",5650
PR010754,18.07.2026,MANDI-023,Patiala,Chawal,"INR 2,189",2595.33,2392.31,2183
PR000894,08-08-2026,MANDI014,,corn,2078.55,"INR 2,519",2298.54,
PR002469,26-Mar-2026,mandi_031,Moga,Corn,1886.732445154576,"Rs. 2,309","INR 2,098","₹2,090.00"
PR005783,06-07-2026,MANDI020,Sirsa,Paddy,"INR 2,156",2553.51,2354.71,"Rs. 2,183"
PR011676,13/04/2026,MANDI029,Jalandhar,Makki,1915.7,"INR 2,209","₹2,062.55",2090
PR005450,25/06/2026,M046,Fatehabad,corn,1872.51,2177.5,"2,025.01/-",2090
PR010217,2026-07-06,MANDI006,Fatehabad,Kapas,"₹6,217.87","Rs. 6,559","Rs. 6,389",
PR004670,09/07/2026,MANDI005,Patiala,Sarso,"₹5,442.72",,6084.56,"5,650.00/-"
PR000833,06-Feb-2026,MANDI-031,Kurukshetra,corn,1857.6273970183531,2243.243364763335,2050.435380890844,2090
PR010258,28.04.2026,024,Patiala,Kanak,"2,147.29/-","2,383.69/-","Rs. 2,265",
