arrival_id,date,mandi_id,crop_name,variety,arrival_quantity_qtl,farmer_count
ARR0017758,02-09-2026,MANDI053,Maize,PBW-343,45.02,91.0
ARR0015766,2026/07/19,MANDI012,Wheat,Pusa-1121,105.37,106.0
ARR0017607,10/03/2026,MANDI053,Mustard,HD-2967,88.29,9.0
ARR0017170,20/04/2026,MANDI037,Mustard,Premium,303.28,
ARR0006177,27.07.2026,MANDI010,Mustard,PBW-343,167.63,107.0
ARR0009955,2026-08-25,MANDI011,Wheat,PBW-343,80.47,93.0
ARR0018196,08-31-2026,MANDI033,Wheat,Premium,185.46,54.0
ARR0006313,2026/08/25,MANDI014,Sugarcane,HD-2967,499.72,34.0
ARR0012556,2026/02/08,MANDI054,Wheat,Local,457.82,
ARR0009989,2026/05/02,MANDI027,Cotton,Pusa-1121,264.1,129.0
ARR0006840,2026-01-19,MANDI035,Rice,,491.65,24.0
ARR0012104,29.06.2026,MANDI024,Maize,Premium,433.67,38.0
ARR0011533,11-Jan-2026,MANDI048,Mustard,HD-2967,,67.0
ARR0015822,2026-03-05,MANDI019,Mustard,PBW-343,,6.0
ARR0014171,2026-02-13,MANDI010,Sugarcane,Local,88.14,138.0
ARR0007744,03.03.2026,MANDI028,Sugarcane,Hybrid,34.52,45.0
ARR0012005,23.02.2026,MANDI031,Wheat,Pusa-1121,374.93,127.0
ARR0000657,19/05/2026,MANDI044,Sugarcane,Local,,42.0
ARR0010828,11-Jul-2026,MANDI055,Maize,Premium,358.37,120.0
ARR0010384,02-Jul-2026,MANDI012,Sugarcane,PBW-343,,102.0
ARR0006685,22-Jan-2026,MANDI001,Mustard,,28.5,48.0
ARR0016363,25/06/2026,MANDI017,Rice,,80.46,101.0
ARR0022962,2026/04/19,MANDI040,Wheat,Premium,497.25,62.0
ARR0008187,28/04/2026,MANDI041,Sugarcane,Local,-3.8721,43.0
ARR0021266,2026-08-17,MANDI057,Mustard,Pusa-1121,365.8,139.0
ARR0016508,06-20-2026,MANDI016,Mustard,Local,52.96,
ARR0003232,22-Jan-2026,MANDI035,Cotton,PBW-343,416.31,13.0
ARR0020714,2026/07/06,MANDI047,Maize,HD-2967,-0.7120000000000001,41.0
ARR0011632,19.04.2026,MANDI023,Wheat,Premium,37.83,99.0
,08.09.2026,MANDI041,Sugarcane,Hybrid,,109.0
ARR0002485,30.01.2026,MANDI044,Maize,Pusa-1121,,102.0
ARR0013035,01-05-2026,MANDI020,Maize,Premium,,54.0
ARR0022552,2026-01-28,MANDI034,Maize,Pusa-1121,,131.0
ARR0017117,21/05/2026,MANDI052,Mustard,PBW-343,164.46,
ARR0007206,2026/08/16,MANDI029,Cotton,Local,404.99,68.0
ARR0021717,19.02.2026,MANDI015,Wheat,HD-2967,364.64,64.0
ARR0005968,01-27-2026,MANDI057,Rice,Hybrid,-319.51,107.0
ARR0022128,22/04/2026,MANDI041,Mustard,Local,62.17,19.0
ARR0013072,30/04/2026,MANDI038,Wheat,Pusa-1121,124.84,18.0
ARR0013543,2026/04/13,MANDI057,Wheat,Hybrid,,16.0
ARR0000953,07-13-2026,MANDI050,Cotton,HD-2967,,119.0
,19/04/2026,MANDI030,Rice,,420.64,
ARR0009362,07-Jul-2026,MANDI039,Rice,Pusa-1121,194.18,69.0
ARR0016660,2026-06-29,MANDI033,Mustard,,196.16,84.0
ARR0005665,2026/01/01,MANDI010,Sugarcane,,,121.0
ARR0023082,05-Mar-2026,MANDI041,Sugarcane,,444.41,142.0
ARR0007029,2026/08/08,MANDI024,Sugarcane,Local,243.49,126.0
ARR0021836,09-Mar-2026,MANDI038,Cotton,Local,446.66,44.0
ARR0003410,26.07.2026,MANDI053,Wheat,PBW-343,209.92,113.0
ARR0019843,2026-01-21,MANDI045,Sugarcane,Local,173.04,
ARR0004776,2026/07/19,MANDI037,Cotton,Premium,11.53,27.0
ARR0009911,2026/02/24,MANDI042,Cotton,Local,-119.69,60.0
ARR0021410,06.05.2026,MANDI054,Mustard,,384.2,59.0
ARR0024070,28/04/2026,MANDI040,Sugarcane,HD-2967,,100.0
ARR0007193,08-04-2026,MANDI012,Cotton,,-2.4519,79.0
ARR0022288,06/05/2026,MANDI042,Mustard,Premium,311.13,17.0
ARR0023219,02/08/2026,MANDI003,Wheat,,161.3,90.0
ARR0001160,2026/07/03,MANDI047,Maize,Hybrid,175.28,132.0
ARR0020407,04-24-2026,MANDI045,Sugarcane,Pusa-1121,,
ARR0001462,09.06.2026,MANDI046,Rice,Hybrid,333.77,136.0
ARR0014675,27-Jul-2026,MANDI034,Mustard,Pusa-1121,,146.0
ARR0009025,24-Jan-2026,MANDI046,Cotton,,399.02,138.0
ARR0015186,01-Feb-2026,MANDI046,Maize,Premium,477.55,76.0
ARR0016676,05.03.2026,MANDI038,Maize,HD-2967,58.66,138.0
ARR0007954,05/06/2026,MANDI012,Sugarcane,Premium,,
ARR0007760,2026-04-29,MANDI012,Sugarcane,,291.98,144.0
ARR0008635,26.03.2026,MANDI004,Cotton,,81.24,
ARR0023350,2026-06-26,MANDI050,Mustard,Hybrid,258.74,
ARR0008119,2026-05-18,MANDI044,Wheat,,,
ARR0014121,14.03.2026,MANDI036,Sugarcane,Pusa-1121,413.18,64.0
ARR0014854,2026-04-29,MANDI041,Wheat,Premium,95.94,53.0
ARR0016621,2026/09/07,MANDI009,Rice,,,60.0
ARR0016951,2026-05-12,MANDI026,Wheat,Hybrid,,67.0
ARR0005153,22-Aug-2026,MANDI029,Maize,HD-2967,,36.0
ARR0001147,06-08-2026,MANDI024,Maize,Pusa-1121,74.85,
ARR0013949,2026/04/10,MANDI011,Maize,PBW-343,,103.0
ARR0001938,04-02-2026,MANDI035,Mustard,PBW-343,214.59,18.0
ARR0021978,05-27-2026,MANDI022,Wheat,Pusa-1121,25.83,115.0
ARR0023110,2026-05-03,MANDI029,Maize,Local,133.22,10.0
ARR0012077,09.08.2026,MANDI048,Maize,Pusa-1121,152.91,91.0
ARR0022541,2026/05/29,MANDI049,Wheat,PBW-343,327.32,
ARR0011180,2026-05-22,MANDI001,Cotton,Local,79.4,134.0
ARR0019037,07-17-2026,MANDI057,Wheat,Hybrid,,98.0
,02-21-2026,MANDI035,Wheat,PBW-343,248.57,38.0
ARR0000457,27-Feb-2026,MANDI027,Sugarcane,,152.84,82.0
ARR0018448,17/03/2026,MANDI036,Cotton,Hybrid,487.83,18.0
ARR0022062,2026/03/04,MANDI026,Mustard,PBW-343,94.16,39.0
ARR0005398,26/03/2026,MANDI056,Cotton,Premium,197.74,20.0
ARR0019076,2026-03-09,MANDI054,Mustard,Local,141.08,
ARR0003859,01.08.2026,MANDI027,Sugarcane,Premium,,135.0
ARR0017894,2026-05-23,MANDI040,Sugarcane,HD-2967,,81.0
ARR0000097,2026/05/25,MANDI042,Wheat,Hybrid,358.59000000000003,28.0
ARR0011700,12-Aug-2026,MANDI057,Cotton,Premium,337.25,
ARR0003131,2026-04-02,MANDI029,Maize,Hybrid,,20.0
ARR0008016,24.04.2026,MANDI039,Maize,Pusa-1121,451.62,126.0
ARR0010667,2026-06-23,MANDI011,Cotton,HD-2967,92.56,63.0
ARR0006781,07.04.2026,MANDI036,Wheat,HD-2967,38.51,31.0
ARR0012124,2026-06-11,MANDI057,Mustard,Pusa-1121,39.06,25.0
ARR0006619,09.05.2026,MANDI002,Wheat,HD-2967,23.35,7.0
ARR0002628,28.03.2026,MANDI041,Mustard,HD-2967,,113.0
ARR0003774,04-06-2026,MANDI049,Mustard,PBW-343,463.62,101.0
ARR0010560,2026-05-01,MANDI041,Mustard,HD-2967,83.38,
ARR0002240,2026-07-26,MANDI011,Cotton,HD-2967,,149.0
ARR0003664,02/03/2026,MANDI033,Rice,Premium,45.93,131.0
ARR0020525,28/06/2026,MANDI053,Wheat,Hybrid,,
ARR0000545,2026-09-02,MANDI013,Wheat,Pusa-1121,58.81,82.0
ARR0016736,03-Aug-2026,MANDI041,Sugarcane,Local,86.3,93.0
ARR0009400,09-Feb-2026,MANDI044,Maize,Hybrid,275.12,23.0
ARR0011220,2026-08-24,MANDI012,Sugarcane,Hybrid,,87.0
ARR0013940,07/09/2026,MANDI035,Rice,Pusa-1121,57.46,111.0
ARR0005139,2026/04/05,MANDI053,Rice,Pusa-1121,27.04,13.0
ARR0023528,29/01/2026,MANDI020,Sugarcane,Pusa-1121,399.67,52.0
ARR0002390,06-05-2026,MANDI007,Sugarcane,PBW-343,220.41,104.0
ARR0010940,07-02-2026,MANDI052,Rice,Premium,442.87,8.0
,2026/04/23,MANDI047,Mustard,Premium,-436.48,75.0
ARR0021785,05-05-2026,MANDI006,Rice,Pusa-1121,250.78,137.0
ARR0015904,08-04-2026,MANDI042,Wheat,Pusa-1121,90.38,47.0
ARR0001203,04-04-2026,MANDI045,Cotton,PBW-343,26.83,12.0
ARR0010584,02.02.2026,MANDI010,Sugarcane,Premium,198.3,89.0
ARR0003083,2026/02/04,MANDI001,Sugarcane,PBW-343,-88.28,55.0
ARR0013580,2026-03-29,MANDI057,Wheat,PBW-343,-2.2535,
ARR0008241,2026-05-05,MANDI026,Rice,Premium,129.81,133.0
ARR0001055,2026-06-20,MANDI028,Rice,Hybrid,110.76,35.0
ARR0016266,2026/05/09,MANDI009,Wheat,Hybrid,365.87,102.0
ARR0022936,08/02/2026,MANDI017,Wheat,Premium,141.7,80.0
ARR0012256,07/05/2026,MANDI047,Rice,HD-2967,,121.0
ARR0013349,05-10-2026,MANDI054,Rice,Hybrid,,131.0
ARR0011374,2026/07/18,MANDI047,Mustard,,487.11,42.0
ARR0005592,2026-06-05,MANDI047,Mustard,Local,370.5,147.0
ARR0022049,29.07.2026,MANDI046,Maize,,453.28,73.0
ARR0016517,2026/04/10,MANDI002,Sugarcane,PBW-343,,41.0
ARR0001664,15/04/2026,MANDI032,Cotton,Local,461.43,94.0
ARR0002902,21.03.2026,MANDI057,Cotton,Pusa-1121,,49.0
ARR0004100,2026/04/17,MANDI001,Maize,Local,38.07,
ARR0004269,11.01.2026,MANDI030,Rice,Premium,411.73,76.0
,23.05.2026,MANDI041,Rice,Hybrid,,
ARR0017709,06.03.2026,MANDI024,Sugarcane,HD-2967,,148.0
ARR0023320,24/01/2026,MANDI041,Wheat,PBW-343,48.85,
ARR0010733,2026/06/09,MANDI022,Wheat,HD-2967,,96.0
ARR0010661,06-Jul-2026,MANDI005,Maize,PBW-343,245.21,81.0
ARR0000735,06-Apr-2026,MANDI037,Wheat,,128.02,27.0
ARR0021555,18/03/2026,MANDI004,Maize,Hybrid,321.68,31.0
ARR0024186,03-02-2026,MANDI039,Maize,PBW-343,139.06,
ARR0008128,2026-04-15,MANDI002,Maize,PBW-343,140.98,113.0
ARR0006884,2026/02/25,MANDI051,Maize,HD-2967,290.85,80.0
ARR0004536,2026/06/17,MANDI056,Wheat,Hybrid,111.51,39.0
ARR0021011,25.06.2026,MANDI037,Rice,Pusa-1121,286.96,
ARR0016274,28/04/2026,MANDI048,Wheat,Hybrid,257.1,34.0
ARR0010547,2026/04/09,MANDI050,Rice,Pusa-1121,424.45,
ARR0023756,24-May-2026,MANDI011,Rice,Premium,,44.0
ARR0012675,21-Jan-2026,MANDI010,Mustard,,250.78,101.0
ARR0015444,26-Jul-2026,MANDI023,Cotton,PBW-343,39.47,86.0
ARR0002398,30-Jul-2026,MANDI009,Rice,Hybrid,52.52,121.0
ARR0008900,24.03.2026,MANDI004,Wheat,Premium,,111.0
ARR0020694,2026/04/04,MANDI026,Rice,Local,228.59,86.0
ARR0004185,2026-02-03,MANDI031,Mustard,Hybrid,,91.0
ARR0005788,31/03/2026,MANDI030,Maize,Hybrid,437.3,149.0
ARR0002577,2026-06-17,MANDI003,Cotton,,21.64,84.0
ARR0002374,27/07/2026,MANDI054,Rice,PBW-343,142.34,
ARR0020626,22/05/2026,MANDI040,Rice,Local,259.95,
ARR0006634,06/08/2026,MANDI053,Rice,PBW-343,320.02,50.0
ARR0021183,27-May-2026,MANDI030,Cotton,Hybrid,68.55000000000001,37.0
ARR0000641,17/04/2026,MANDI009,Mustard,Pusa-1121,491.68,126.0
ARR0022937,09-Jun-2026,MANDI040,Rice,Pusa-1121,77.13,130.0
ARR0001774,05-30-2026,MANDI038,Mustard,Pusa-1121,,122.0
ARR0021306,19/07/2026,MANDI052,Maize,PBW-343,,76.0
ARR0009474,2026/07/18,MANDI018,Maize,Pusa-1121,,
ARR0017584,31.08.2026,MANDI001,Maize,HD-2967,207.35,71.0
ARR0005115,22/01/2026,MANDI028,Sugarcane,Hybrid,419.88,6.0
ARR0014105,08-19-2026,MANDI037,Maize,Pusa-1121,,23.0
ARR0005641,03-27-2026,MANDI047,Maize,Hybrid,77.81,127.0
ARR0011237,2026/01/17,MANDI014,Wheat,Pusa-1121,462.51,50.0
ARR0009002,2026/07/27,MANDI048,Sugarcane,Local,,9.0
ARR0009288,2026/01/05,MANDI049,Maize,Local,307.89,59.0
ARR0002516,01.09.2026,MANDI009,Mustard,PBW-343,,
ARR0023256,2026-01-16,MANDI019,Wheat,PBW-343,105.26,
ARR0004263,2026/02/07,MANDI056,Wheat,Pusa-1121,356.19,70.0
ARR0019618,2026-01-23,MANDI009,Mustard,,89.47,81.0
ARR0013824,17/08/2026,MANDI011,Mustard,Premium,176.25,134.0
,31.01.2026,MANDI010,Maize,HD-2967,,18.0
ARR0000416,23-Jul-2026,MANDI013,Cotton,PBW-343,-497.89,35.0
ARR0016401,07-31-2026,MANDI056,Sugarcane,PBW-343,274.54,5.0
ARR0014539,2026-04-24,MANDI024,Sugarcane,,354.13,9.0
ARR0005014,05.03.2026,MANDI009,Wheat,PBW-343,373.81,58.0
ARR0015151,31-Mar-2026,MANDI028,Cotton,PBW-343,226.28,111.0
ARR0007769,04/07/2026,MANDI025,Sugarcane,Premium,304.5,
ARR0005779,01-25-2026,MANDI047,Maize,HD-2967,,75.0
ARR0007189,05/06/2026,MANDI031,Cotton,Premium,185.02,114.0
ARR0002210,29.04.2026,MANDI026,Maize,Hybrid,163.21,32.0
ARR0003696,2026/05/30,MANDI027,Rice,Premium,366.14,
ARR0000711,12/02/2026,MANDI022,Sugarcane,Local,390.58,130.0
ARR0021067,2026-01-25,MANDI054,Rice,Hybrid,,
ARR0024249,14-May-2026,MANDI013,Rice,Premium,145.9,
ARR0011721,2026/09/06,MANDI048,Rice,HD-2967,,67.0
ARR0004504,10/02/2026,MANDI006,Sugarcane,Local,,58.0
ARR0005874,21/05/2026,MANDI021,Maize,,-199.01,21.0
ARR0022902,2026-08-24,MANDI019,Mustard,PBW-343,47.95,
ARR0009442,26/03/2026,MANDI017,Maize,Local,206.06,5.0
ARR0021874,27-Jul-2026,MANDI054,Cotton,Local,,
ARR0024049,25.07.2026,MANDI048,Sugarcane,Premium,281.13,87.0
ARR0021673,2026-08-19,MANDI012,Wheat,Hybrid,42.72,16.0
ARR0012018,04-19-2026,MANDI056,Cotton,HD-2967,295.33,79.0
ARR0001496,07-25-2026,MANDI007,Rice,,,17.0
ARR0017982,26-Jan-2026,MANDI039,Rice,HD-2967,,
ARR0021292,17.07.2026,MANDI036,Cotton,Pusa-1121,118.63,30.0
ARR0006250,2026/07/16,MANDI017,Wheat,PBW-343,432.22,
ARR0016843,06-Aug-2026,MANDI005,Maize,Local,197.28,15.0
ARR0009434,23.04.2026,MANDI019,Rice,PBW-343,414.73,116.0
ARR0018003,2026-08-06,MANDI031,Cotton,Local,,146.0
ARR0004092,17/01/2026,MANDI007,Cotton,PBW-343,,46.0
ARR0020850,08-12-2026,MANDI001,Maize,,200.81,
ARR0002889,15.04.2026,MANDI027,Wheat,,64.55,149.0
ARR0004929,14.03.2026,MANDI042,Mustard,Premium,453.64,10.0
ARR0012300,11-Apr-2026,MANDI016,Maize,Local,99.55,31.0
ARR0007210,07-04-2026,MANDI030,Cotton,Premium,344.13,107.0
ARR0001524,2026-08-10,MANDI017,Cotton,HD-2967,21.45,138.0
ARR0019473,2026-05-20,MANDI039,Mustard,Premium,,91.0
ARR0016977,31.05.2026,MANDI009,Mustard,HD-2967,,13.0
ARR0007250,19/08/2026,MANDI019,Cotton,Premium,323.68,110.0
ARR0005207,24-Jan-2026,MANDI039,Mustard,Premium,496.19,131.0
ARR0001242,07/04/2026,MANDI051,Mustard,Pusa-1121,306.95,145.0
ARR0001407,2026-01-14,MANDI019,Maize,PBW-343,96.89,
ARR0003320,07-25-2026,MANDI036,Wheat,PBW-343,92.23,69.0
ARR0003575,2026-07-23,MANDI016,Maize,,142.26000000000002,
ARR0023429,04/01/2026,MANDI036,Mustard,Local,33.73,118.0
ARR0000917,2026/01/15,MANDI032,Mustard,Premium,258.29,
ARR0000528,21-May-2026,MANDI010,Mustard,,456.93,29.0
ARR0019408,01-14-2026,MANDI028,Wheat,Local,,96.0
ARR0017800,09/05/2026,MANDI017,Wheat,Hybrid,440.2600000000001,63.0
ARR0008481,22.04.2026,MANDI044,Maize,Hybrid,331.58000000000004,107.0
ARR0019785,2026/02/12,MANDI002,Rice,HD-2967,100.8,101.0
ARR0020223,14/02/2026,MANDI023,Mustard,Pusa-1121,31.42,103.0
ARR0000284,22-Jun-2026,MANDI016,Wheat,Pusa-1121,278.17,
ARR0023539,2026-04-22,MANDI001,Mustard,,131.1,59.0
ARR0018165,19-Feb-2026,MANDI033,Cotton,Pusa-1121,14.87,59.0
ARR0002820,06-Jul-2026,MANDI055,Mustard,Local,424.61,150.0
ARR0011137,24-Jan-2026,MANDI019,Rice,Local,278.05,111.0
ARR0005534,14/02/2026,MANDI027,Wheat,Premium,51.27,109.0
ARR0017519,2026-03-08,MANDI055,Maize,,115.22,58.0
ARR0009698,05/07/2026,MANDI056,Rice,Pusa-1121,431.85,82.0
ARR0024469,05-Jul-2026,MANDI022,Maize,PBW-343,222.53,132.0
ARR0013509,2026/06/27,MANDI014,Wheat,HD-2967,26.68,124.0
ARR0006265,08-11-2026,MANDI021,Maize,Hybrid,366.14,83.0
ARR0017536,19/02/2026,MANDI044,Mustard,Pusa-1121,-4.8218000000000005,12.0
ARR0003013,01.07.2026,MANDI027,Rice,Pusa-1121,61.67,92.0
ARR0022256,2026/09/01,MANDI038,Wheat,Hybrid,478.84,132.0
ARR0012420,19-Apr-2026,MANDI023,Maize,Pusa-1121,317.15,
ARR0016890,06-28-2026,MANDI031,Sugarcane,Premium,92.01,88.0
ARR0009679,04/06/2026,MANDI002,Cotton,Pusa-1121,,
ARR0021698,17.04.2026,MANDI016,Mustard,,,9.0
ARR0022504,2026-07-30,MANDI042,Mustard,Hybrid,119.37,26.0
ARR0006108,2026/09/06,MANDI015,Cotton,Premium,-151.09,39.0
ARR0013425,21.02.2026,MANDI017,Maize,Hybrid,238.98,
,2026-08-13,MANDI013,Mustard,PBW-343,251.95,102.0
ARR0015457,2026/01/05,MANDI007,Cotton,Pusa-1121,390.08,41.0
,30-May-2026,MANDI042,Cotton,,206.42,133.0
ARR0024689,2026/05/03,MANDI013,Sugarcane,Hybrid,267.86,119.0
ARR0014648,08/03/2026,MANDI043,Rice,Pusa-1121,148.48,103.0
ARR0001632,04-21-2026,MANDI018,Sugarcane,Hybrid,,
ARR0022244,05.06.2026,MANDI038,Mustard,Local,-250.92,113.0
ARR0016063,05/04/2026,MANDI040,Rice,PBW-343,,142.0
ARR0006430,28/08/2026,MANDI051,Sugarcane,Pusa-1121,121.93,
ARR0016179,2026-08-02,MANDI055,Cotton,,450.75,131.0
ARR0020934,2026-01-16,MANDI024,Cotton,HD-2967,,21.0
ARR0023158,17/01/2026,MANDI024,Rice,,203.23,71.0
ARR0008662,21-Mar-2026,MANDI052,Mustard,PBW-343,391.42,27.0
,2026-02-24,MANDI023,Wheat,Local,,147.0
ARR0022083,2026-04-10,MANDI013,Wheat,Hybrid,-147.02,143.0
ARR0017843,2026/05/14,MANDI015,Mustard,Premium,219.68,
ARR0023018,07-06-2026,MANDI049,Wheat,Hybrid,-3.0265,35.0
ARR0018209,2026/03/21,MANDI022,Rice,HD-2967,130.07999999999998,
ARR0024050,2026/01/26,MANDI021,Sugarcane,Local,479.58,19.0
ARR0018044,02-19-2026,MANDI036,Mustard,Premium,354.2,80.0
ARR0019254,2026-02-13,MANDI033,Mustard,Premium,-0.1033,76.0
ARR0022591,2026-02-09,MANDI029,Mustard,PBW-343,166.40999999999997,62.0
ARR0008551,29/03/2026,MANDI033,Sugarcane,Hybrid,,134.0
ARR0017821,2026-03-16,MANDI052,Mustard,Pusa-1121,379.98,65.0
ARR0010125,01-Jan-2026,MANDI045,Sugarcane,Pusa-1121,163.72,24.0
ARR0009184,2026-04-30,MANDI003,Rice,,427.72,
ARR0017106,10/05/2026,MANDI013,Maize,,,79.0
ARR0000599,22/02/2026,MANDI001,Rice,HD-2967,64.84,142.0
ARR0004563,10.03.2026,MANDI010,Mustard,PBW-343,173.96,115.0
ARR0003484,2026-09-06,MANDI031,Mustard,,443.55,128.0
ARR0011697,2026/08/27,MANDI020,Mustard,Hybrid,388.83,55.0
ARR0004002,2026-03-19,MANDI056,Wheat,Premium,101.58,50.0
ARR0004660,20/01/2026,MANDI037,Wheat,HD-2967,444.72,66.0
ARR0010098,08-05-2026,MANDI052,Wheat,Premium,300.66,10.0
ARR0016548,06-Jan-2026,MANDI019,Mustard,PBW-343,287.01,115.0
ARR0022173,17-Jun-2026,MANDI034,Wheat,Local,,70.0
ARR0004685,15.05.2026,MANDI031,Wheat,HD-2967,287.62,35.0
ARR0018517,22-Mar-2026,MANDI057,Rice,Premium,234.85,
ARR0005673,2026/07/11,MANDI020,Mustard,Local,236.6,116.0
ARR0006218,07-17-2026,MANDI028,Sugarcane,Premium,314.46000000000004,143.0
ARR0008664,26-Apr-2026,MANDI049,Sugarcane,Pusa-1121,,27.0
ARR0022746,06-17-2026,MANDI032,Rice,HD-2967,,90.0
ARR0013876,02-18-2026,MANDI046,Wheat,Premium,240.94,41.0
ARR0006861,07.09.2026,MANDI012,Wheat,Pusa-1121,,143.0
ARR0017084,2026-01-05,MANDI029,Rice,Local,172.56,35.0
ARR0016747,20/07/2026,MANDI039,Maize,Premium,,124.0
ARR0015472,24-Feb-2026,MANDI030,Wheat,PBW-343,,40.0
ARR0005081,15-Jul-2026,MANDI017,Sugarcane,HD-2967,449.92,89.0
ARR0015391,23/02/2026,MANDI045,Maize,Pusa-1121,342.35,72.0
ARR0018601,2026/07/22,MANDI050,Rice,Pusa-1121,62.18,96.0
ARR0005791,2026-06-12,MANDI022,Sugarcane,Local,375.42,135.0
ARR0018591,2026-02-02,MANDI021,Mustard,Pusa-1121,,67.0
ARR0020903,16/05/2026,MANDI040,Wheat,,53.21,
ARR0011037,2026-02-22,MANDI057,Wheat,Local,443.44,129.0
ARR0011937,07-Jun-2026,MANDI031,Maize,,272.73,142.0
ARR0009633,2026-03-06,MANDI054,Rice,,,25.0
ARR0001447,2026/02/23,MANDI015,Maize,Local,236.26,
ARR0017134,01/05/2026,MANDI040,Wheat,Pusa-1121,,83.0
ARR0009523,07-14-2026,MANDI027,Rice,Pusa-1121,203.35,120.0
ARR0018642,2026/07/03,MANDI006,Cotton,PBW-343,75.91,
ARR0009612,28/08/2026,MANDI031,Wheat,Pusa-1121,217.83,89.0
ARR0015857,07-Jan-2026,MANDI027,Mustard,Hybrid,,73.0
ARR0018493,2026/04/16,MANDI016,Mustard,Hybrid,46.38,150.0
ARR0018656,10/08/2026,MANDI033,Maize,Premium,,109.0
ARR0012129,08-19-2026,MANDI028,Mustard,Local,224.91,42.0
ARR0019451,2026-08-03,MANDI035,Wheat,Pusa-1121,432.48,48.0
ARR0014380,2026-03-29,MANDI022,Maize,Pusa-1121,95.7,114.0
ARR0007310,07-22-2026,MANDI020,Sugarcane,HD-2967,276.41,43.0
ARR0007035,2026-07-02,MANDI050,Maize,Premium,65.26,138.0
ARR0006001,2026-02-02,MANDI039,Maize,Premium,93.99,15.0
ARR0010574,01/02/2026,MANDI055,Cotton,Premium,391.71,119.0
ARR0002838,05-11-2026,MANDI035,Sugarcane,Premium,30.1,72.0
,24/07/2026,MANDI027,Sugarcane,Hybrid,,148.0
ARR0003758,08-19-2026,MANDI007,Rice,Local,212.29,34.0
ARR0003219,18.05.2026,MANDI033,Sugarcane,,220.09,112.0
ARR0011766,01-01-2026,MANDI030,Cotton,PBW-343,165.48,131.0
ARR0011325,18/05/2026,MANDI017,Maize,,283.76,51.0
ARR0009972,07-07-2026,MANDI011,Wheat,,233.04,
ARR0003521,2026/01/05,MANDI054,Wheat,Pusa-1121,,87.0
ARR0006595,04/08/2026,MANDI006,Cotton,HD-2967,,37.0
ARR0005948,07-Apr-2026,MANDI021,Cotton,,11.2,62.0
ARR0017947,13/08/2026,MANDI053,Maize,,107.37,61.0
ARR0019698,2026-01-24,MANDI042,Wheat,HD-2967,280.6,62.0
ARR0002589,2026-06-14,MANDI037,Maize,HD-2967,199.72000000000003,125.0
,2026-01-06,MANDI046,Cotton,,196.92,55.0
ARR0023504,10-Aug-2026,MANDI050,Mustard,Local,352.8,44.0
ARR0004696,08-25-2026,MANDI033,Mustard,PBW-343,164.94,111.0
ARR0006438,23/03/2026,MANDI044,Wheat,,444.92,138.0
ARR0018584,21-Jul-2026,MANDI054,Mustard,HD-2967,,81.0
ARR0005242,20/01/2026,MANDI024,Maize,HD-2967,194.72,136.0
ARR0022619,07.05.2026,MANDI021,Mustard,Pusa-1121,244.51,112.0
ARR0011546,28.08.2026,MANDI056,Maize,PBW-343,27.62,117.0
ARR0023019,2026-02-21,MANDI014,Mustard,Hybrid,112.69,90.0
ARR0009951,10/05/2026,MANDI038,Sugarcane,Premium,128.46,
ARR0007339,2026-01-17,MANDI002,Wheat,HD-2967,77.04,64.0
ARR0018108,09/07/2026,MANDI006,Mustard,Hybrid,320.66,69.0
ARR0022585,13-Apr-2026,MANDI030,Rice,HD-2967,136.08,111.0
ARR0008644,21-Jun-2026,MANDI038,Mustard,Local,345.61,113.0
ARR0006807,2026/07/18,MANDI049,Maize,PBW-343,,
ARR0002975,2026-02-11,MANDI023,Wheat,,372.73,131.0
ARR0009045,05.07.2026,MANDI050,Rice,Premium,303.97,110.0
ARR0024756,27.08.2026,MANDI028,Maize,HD-2967,475.31,26.0
ARR0004483,07-Jul-2026,MANDI003,Wheat,,331.92,96.0
ARR0010416,11-May-2026,MANDI008,Cotton,HD-2967,15.18,102.0
ARR0002465,18/05/2026,MANDI010,Sugarcane,PBW-343,32.42,102.0
ARR0016540,15/03/2026,MANDI011,Rice,Pusa-1121,127.44,110.0
ARR0020649,23-Apr-2026,MANDI029,Maize,Local,367.29,64.0
ARR0023246,09/06/2026,MANDI052,Rice,Local,,21.0
ARR0014577,06-04-2026,MANDI051,Sugarcane,PBW-343,218.72,36.0
ARR0004484,2026-05-07,MANDI054,Rice,PBW-343,,24.0
ARR0019809,16.02.2026,MANDI020,Wheat,PBW-343,68.98,68.0
ARR0015226,08/01/2026,MANDI055,Rice,HD-2967,351.81,141.0
ARR0009181,07-Jan-2026,MANDI038,Sugarcane,HD-2967,53.86,41.0
ARR0019266,2026-03-29,MANDI009,Mustard,,213.97,83.0
,2026-06-11,MANDI007,Rice,Local,167.3,119.0
ARR0013729,28-Apr-2026,MANDI052,Rice,Local,455.92,91.0
ARR0000601,08/01/2026,MANDI052,Cotton,Pusa-1121,296.76,115.0
ARR0010525,2026-04-25,MANDI024,Sugarcane,Local,,
ARR0023211,2026/08/02,MANDI032,Rice,,252.71,16.0
ARR0016980,08-19-2026,MANDI019,Rice,Premium,17.72,140.0
ARR0007235,27/05/2026,MANDI009,Rice,Pusa-1121,,38.0
ARR0016419,2026-01-14,MANDI050,Maize,Hybrid,161.98,105.0
ARR0004609,13-Mar-2026,MANDI001,Mustard,Hybrid,418.39,128.0
,03/03/2026,MANDI009,Wheat,Pusa-1121,,67.0
